time,src,dst,proto,src_port,dst_port,packets,bytes,duration
1295981664.266166000,10.0.2.15,10.0.2.3,UDP,62310,53,4,4,110.006145954
1295981664.273305000,10.0.2.15,65.55.116.184,TCP,2543,80,10,10,0.212712049484
1295981664.492158000,10.0.2.15,10.0.2.3,UDP,59794,53,4,4,110.365265131
1295981664.709267000,10.0.2.15,207.46.113.78,TCP,2544,443,29,29,40.5087749958
1295981664.860463000,10.0.2.15,91.103.140.2,TCP,2545,80,15,15,1.01943302155
1295981664.979290000,172.16.255.1,186.80.218.34,UDP,50983,3290,4,4,0.422535896301
1295981665.221936000,110.67.111.103,172.16.255.1,UDP,64228,50983,2,2,0.139678001404
1295981665.402626000,172.16.255.1,218.173.246.133,UDP,50983,21363,2,2,0.273059844971
1295981665.402892000,125.232.97.116,172.16.255.1,UDP,60875,50983,2,2,0.280774831772
1295981665.679846000,212.8.163.80,172.16.255.1,TCP,43400,10674,2,2,3.00479793549
1295981665.680274000,212.8.163.80,172.16.255.1,TCP,43400,10675,2,2,3.00436997414
1295981665.686472000,145.120.22.109,172.16.255.1,UDP,51491,50983,4,4,3.17987203598
1295981665.884747000,10.0.2.15,91.103.140.2,TCP,2546,80,8,8,64.8841638565
1295981665.894416000,10.0.2.15,10.0.2.3,UDP,58511,53,4,4,110.467896938
1295981666.267044000,172.16.255.1,134.2.48.153,UDP,50983,8984,2,2,0.17479300499
1295981666.267226000,172.16.255.1,24.192.137.36,UDP,50983,45156,2,2,0.0853900909424
1295981666.356741000,204.9.163.160,172.16.255.1,TCP,35777,10676,2,2,2.99907398224
1295981666.357177000,204.9.163.160,172.16.255.1,TCP,35777,10677,2,2,2.99863696098
1295981666.357961000,172.16.255.1,189.126.44.128,UDP,50983,3192,2,2,0.259354114532
1295981666.358179000,172.16.255.1,84.197.9.59,UDP,50983,44808,2,2,0.184858798981
1295981666.363816000,10.0.2.15,96.17.8.49,TCP,2547,80,21,21,64.4050450325
1295981666.509960000,172.16.255.1,67.170.187.174,UDP,50983,38922,2,2,0.0316460132599
1295981666.543750000,172.16.255.1,145.94.52.184,UDP,50983,11610,2,2,0.172806978226
1295981666.544020000,98.243.160.202,172.16.255.1,UDP,53755,50983,2,2,0.0988881587982
1295981666.643735000,172.16.255.1,85.65.191.56,UDP,50983,29464,3,3,6.08142805099
1295981666.643979000,172.16.255.1,94.41.86.170,UDP,50983,9113,2,2,0.248234987259
1295981668.076889000,212.8.163.80,172.16.255.1,TCP,54900,10678,1,1,
1295981668.077427000,212.8.163.80,172.16.255.1,TCP,54900,10679,1,1,
1295981668.205083000,10.0.2.15,10.0.2.3,UDP,58971,53,4,4,110.084700108
1295981668.253043000,192.168.3.131,72.14.213.147,TCP,57847,80,4,4,3.18555307388
1295981668.291854000,10.0.2.15,65.54.167.27,TCP,2548,80,82,82,62.4771180153
1295981668.693180000,172.16.255.1,129.132.232.116,UDP,50983,7704,4,4,2.59158587456
1295981669.200116000,192.168.3.131,208.82.236.129,TCP,58542,80,10,10,0.16419005394
1295981669.202331000,192.168.3.131,208.82.236.130,TCP,58543,80,19,19,0.330935955048
1295981669.241821000,192.168.3.131,208.82.236.129,TCP,58544,80,18,18,20.7544300556
1295981669.563594000,192.168.3.131,204.9.163.166,TCP,58547,80,16,16,133.464035988
1295981669.707145000,172.16.255.1,109.227.83.224,TCP,10682,443,16,16,57.6897909641
1295981669.707605000,172.16.255.1,109.173.29.34,TCP,10683,443,16,16,57.6532490253
1295981669.708122000,172.16.255.1,109.229.25.126,TCP,10684,443,18,18,23.2108259201
1295981670.450618000,204.9.163.160,172.16.255.1,TCP,35777,10685,1,1,
1295981670.451042000,204.9.163.160,172.16.255.1,TCP,35777,10686,1,1,
1295981670.768909000,70.67.177.253,172.16.255.1,UDP,52967,50983,4,4,3.09060192108
1295981671.169174000,10.0.2.15,65.55.116.184,TCP,2549,80,10,10,0.221379995346
1295981671.607679000,172.16.255.1,212.8.163.80,UDP,50983,43400,2,2,0.302054166794
1295981671.608084000,172.16.255.1,148.88.200.63,UDP,50983,42843,3,3,6.04705095291
1295981671.774753000,172.16.255.1,109.90.123.126,TCP,10687,443,18,18,16.3861680031
1295981672.794874000,172.16.255.1,2.120.66.172,UDP,50983,23852,2,2,0.218989133835
1295981672.842069000,192.168.3.131,65.54.95.75,TCP,56313,80,11,11,10.4598441124
1295981672.842834000,192.168.3.131,65.54.95.75,TCP,56314,80,11,11,10.4598989487
1295981673.820948000,172.16.255.1,204.9.163.160,UDP,50983,35777,3,3,6.0429110527
1295981674.704942000,192.168.3.131,66.235.139.121,TCP,56317,80,11,11,11.0918610096
1295981674.732672000,192.168.3.131,207.46.148.38,TCP,56318,80,9,9,0.0513029098511
1295981674.785565000,172.16.255.1,213.146.189.205,TCP,10688,443,24,24,153.162115097
1295981674.827029000,192.168.3.131,65.54.95.140,TCP,56319,80,25,25,8.47406101227
1295981674.977898000,192.168.3.131,207.46.0.109,TCP,56320,80,46,46,60.9123871326
1295981675.008771000,192.168.3.131,66.235.133.62,TCP,56323,80,7,7,10.3982651234
1295981675.009095000,192.168.3.131,65.55.118.107,TCP,56324,80,9,9,13.1151549816
1295981675.121648000,192.168.3.131,207.46.148.38,TCP,56325,80,9,9,0.0524108409882
1295981675.450881000,192.168.3.131,65.54.95.39,TCP,56326,80,19,19,7.85103297234
1295981675.486455000,192.168.3.131,76.74.140.168,TCP,56327,80,11,11,17.8700339794
1295981675.536047000,192.168.3.131,76.74.140.168,TCP,56328,80,11,11,59.9124400616
1295981675.804989000,172.16.255.1,109.227.83.224,TCP,10689,443,16,16,2.59216690063
1295981675.805423000,172.16.255.1,109.173.29.34,TCP,10690,443,18,18,2.55815291405
1295981676.330704000,192.168.3.131,65.54.95.68,TCP,56331,80,181,181,6.97038698196
1295981676.623302000,192.168.3.131,65.54.95.75,TCP,56332,80,16,16,6.67943191528
1295981676.975113000,10.0.2.15,64.4.35.57,TCP,2550,1863,34,34,43.5660331249
1295981677.433539000,172.16.255.1,97.103.179.155,UDP,50983,2151,2,2,0.118404150009
1295981679.794361000,172.16.255.1,239.255.255.250,UDP,61993,1900,2,2,7.48634338379e-05
1295981679.795896000,172.16.255.1,172.16.0.1,UDP,61996,5351,4,4,1.85253691673
1295981685.227252000,10.0.2.15,10.0.2.3,UDP,59686,53,4,4,110.30936408
1295981685.294759000,192.168.3.131,65.54.95.68,TCP,56351,80,11,11,8.00578594208
1295981685.539330000,10.0.2.15,70.37.129.34,TCP,2551,80,20,20,5.36753296852
1295981687.521993000,192.168.3.131,66.235.139.121,TCP,56356,80,11,11,11.5739810467
1295981687.585464000,192.168.3.131,207.46.148.38,TCP,56357,80,9,9,0.0846529006958
1295981687.620683000,192.168.3.131,65.54.95.140,TCP,56358,80,10,10,5.67786598206
1295981687.631027000,192.168.3.131,65.54.95.140,TCP,56359,80,17,17,5.66671800613
1295981687.707665000,192.168.3.131,65.54.95.140,TCP,56360,80,13,13,5.59088206291
1295981687.839872000,192.168.3.131,66.235.133.62,TCP,56361,80,7,7,10.2710850239
1295981688.044490000,192.168.3.131,207.46.148.38,TCP,56362,80,9,9,0.0926189422607
1295981688.477227000,192.168.3.131,65.54.95.39,TCP,56363,80,16,16,4.82331609726
1295981689.324617000,192.168.3.131,65.54.95.68,TCP,56368,80,182,182,3.97512698174
1295981689.612068000,192.168.3.131,65.54.95.75,TCP,56369,80,16,16,13.6949019432
1295981693.435390000,172.16.255.1,184.85.226.161,TCP,10691,443,14,14,60.6452789307
1295981696.667788000,10.0.2.15,10.0.2.3,UDP,61133,53,4,4,110.195090055
1295981696.864911000,10.0.2.15,70.37.129.32,TCP,2552,80,22,22,20.3597099781
1295981698.215694000,192.168.3.131,65.54.95.68,TCP,56386,80,11,11,5.09046196938
1295981699.953465000,192.168.3.131,208.82.236.129,TCP,58608,80,10,10,0.165319919586
1295981699.954192000,192.168.3.131,208.82.236.130,TCP,58609,80,21,21,27.5944001675
1295981701.203550000,192.168.3.131,72.14.213.120,TCP,52497,443,17,17,0.271939992905
1295981704.803789000,192.168.3.131,66.235.139.121,TCP,56401,80,10,10,12.9955291748
1295981707.269625000,192.168.3.131,65.54.95.68,TCP,56406,80,20,20,16.0451221466
1295981707.271903000,192.168.3.131,65.54.95.75,TCP,56407,80,11,11,3.84843206406
1295981707.272124000,192.168.3.131,65.54.95.75,TCP,56408,80,11,11,3.84901189804
1295981708.400725000,192.168.3.131,65.55.206.199,TCP,56411,80,68,68,27.8542962074
1295981708.990756000,192.168.3.131,65.54.95.140,TCP,56414,80,67,67,14.3215198517
1295981708.999484000,192.168.3.131,65.54.95.140,TCP,56415,80,83,83,14.3119719028
1295981709.000677000,192.168.3.131,65.54.95.140,TCP,56416,80,79,79,14.3115987778
1295981709.001748000,192.168.3.131,65.54.95.140,TCP,56417,80,67,67,14.3105268478
1295981709.020036000,192.168.3.131,65.54.95.140,TCP,56418,80,60,60,14.2922410965
1295981709.020200000,192.168.3.131,65.54.95.140,TCP,56419,80,38,38,14.2900879383
1295981709.052315000,192.168.3.131,207.46.148.38,TCP,56420,80,8,8,0.0752499103546
1295981709.207592000,192.168.3.131,72.14.213.149,TCP,56421,80,8,8,0.151885032654
1295981709.596533000,192.168.3.131,65.54.95.140,TCP,56422,80,10,10,13.7165749073
1295981709.628055000,192.168.3.131,65.54.95.149,TCP,56423,80,41,41,13.6813998222
1295981709.663260000,192.168.3.131,72.14.213.148,TCP,56424,80,37,37,0.113234043121
1295981710.088158000,192.168.3.131,65.54.95.75,TCP,56427,80,134,134,13.2257800102
1295981710.184477000,192.168.3.131,65.54.95.68,TCP,56428,80,46,46,13.1294598579
1295981710.331789000,192.168.3.131,65.54.95.68,TCP,56429,80,49,49,12.9829599857
1295981710.332050000,192.168.3.131,65.54.95.68,TCP,56430,80,4,4,0.0272388458252
1295981710.606583000,192.168.3.131,65.54.95.68,TCP,56433,80,47,47,12.7065258026
1295981710.616210000,192.168.3.131,65.54.95.68,TCP,56434,80,197,197,12.6969001293
1295981710.625884000,192.168.3.131,65.54.95.75,TCP,56435,80,73,73,8.66319990158
1295981710.850721000,192.168.3.131,65.54.95.75,TCP,56436,80,67,67,8.43919014931
1295981710.909605000,10.0.2.15,70.37.129.34,TCP,2553,80,20,20,6.31523299217
1295981711.108120000,192.168.3.131,65.54.95.75,TCP,56438,80,38,38,12.207431078
1295981711.656223000,10.0.2.15,10.0.2.3,UDP,59365,53,4,4,110.19429493
1295981711.696925000,10.0.2.15,10.0.2.255,UDP,138,138,2,2,110.0
1295981711.851069000,10.0.2.15,70.37.129.34,TCP,2554,80,19,19,8.48047494888
1295981719.276964000,192.168.3.131,65.54.95.75,TCP,56454,80,15,15,4.03778505325
1295981719.277331000,192.168.3.131,65.54.95.75,TCP,56455,80,14,14,4.03822088242
1295981719.277618000,192.168.3.131,65.54.95.75,TCP,56456,80,15,15,4.03871202469
1295981719.309792000,192.168.3.131,65.54.95.68,TCP,56457,80,51,51,4.00331687927
1295981721.426629000,192.168.3.131,195.27.155.40,TCP,57949,80,3,3,0.186180830002
1295981727.224030000,192.168.3.131,208.82.236.129,TCP,58666,80,10,10,0.161886930466
1295981727.265821000,192.168.3.131,208.82.236.129,TCP,58667,80,11,11,31.116451025
1295981727.342857000,192.168.3.131,208.82.236.130,TCP,58668,80,17,17,0.211720228195
1295981728.321310000,192.168.3.131,65.54.95.68,TCP,56476,80,44,44,4.98803591728
1295981728.321489000,192.168.3.131,65.54.95.75,TCP,56477,80,14,14,4.98867201805
1295981728.321794000,192.168.3.131,65.54.95.75,TCP,56478,80,14,14,4.98918294907
1295981728.321956000,192.168.3.131,65.54.95.75,TCP,56479,80,15,15,4.98902010918
1295981728.777989000,10.1.1.2,172.16.255.1,TCP,50023,10692,2,2,3.00876998901
1295981728.778389000,10.1.1.2,172.16.255.1,TCP,50023,10693,2,2,3.00837111473
1295981732.894987000,10.1.1.2,172.16.255.1,TCP,50023,10694,1,1,
1295981732.895494000,10.1.1.2,172.16.255.1,TCP,50023,10695,1,1,
1295981733.713968000,172.16.255.1,109.227.83.224,TCP,10696,443,16,16,12.6664669514
1295981733.714376000,172.16.255.1,109.173.29.34,TCP,10697,443,16,16,12.6353390217
1295981734.093311000,172.16.255.1,239.255.255.250,UDP,60061,1900,10,10,106.233448982
1295981735.096783000,172.16.255.1,10.1.1.2,UDP,50983,50023,3,3,6.08899903297
1295981735.320039000,192.168.3.131,66.235.139.121,TCP,56494,80,6,6,0.26195192337
1295981735.343372000,192.168.3.131,207.46.148.38,TCP,56495,80,9,9,0.0445628166199
1295981735.419755000,192.168.3.131,65.54.95.140,TCP,56497,80,44,44,3.98619604111
1295981735.448839000,192.168.3.131,76.74.140.168,TCP,56499,80,9,9,0.581172943115
1295981735.491565000,192.168.3.131,65.54.95.140,TCP,56500,80,49,49,3.91525006294
1295981735.492108000,192.168.3.131,65.54.95.140,TCP,56501,80,18,18,3.9156088829
1295981735.492711000,192.168.3.131,65.54.95.140,TCP,56502,80,22,22,3.91498303413
1295981735.493359000,192.168.3.131,65.54.95.140,TCP,56503,80,21,21,3.91434884071
1295981735.503511000,192.168.3.131,65.54.95.140,TCP,56504,80,18,18,7.79687094688
1295981735.668156000,192.168.3.131,65.54.95.66,TCP,56505,80,16,16,3.74723315239
1295981735.685775000,192.168.3.131,207.46.148.38,TCP,56506,80,9,9,0.0575180053711
1295981736.627338000,192.168.3.131,65.54.95.75,TCP,56509,80,136,136,3.77298402786
1295981736.629461000,192.168.3.131,65.54.95.68,TCP,56510,80,45,45,3.77170586586
1295981737.149393000,66.209.190.254,172.16.255.1,,,,2,2,4.04067993164
1295981737.325325000,192.168.3.131,65.54.95.68,TCP,56511,80,191,191,3.07667398453
1295981738.697272000,65.55.25.60,10.0.2.15,TCP,5480,2489,1,1,
1295981743.628724000,192.168.3.131,192.168.3.90,TCP,49166,445,16,16,9.03345584869
1295981744.511002000,192.168.3.131,192.168.3.99,UDP,52400,161,16,16,90.2601318359
1295981745.116330000,172.16.255.1,24.54.5.14,UDP,50983,23389,2,2,0.10028719902
1295981748.602610000,65.55.25.60,10.0.2.15,TCP,5443,2498,3,3,20.1786718369
1295981749.607536000,192.168.3.131,208.50.77.73,TCP,57149,80,3,3,0.0780959129333
1295981749.607654000,192.168.3.131,208.50.77.136,TCP,57121,80,3,3,0.0834159851074
1295981749.607689000,192.168.3.131,208.50.77.73,TCP,57173,80,3,3,0.0775229930878
1295981749.607725000,192.168.3.131,208.50.77.73,TCP,57150,80,3,3,0.0790841579437
1295981749.807536000,192.168.3.131,208.50.77.73,TCP,57149,5480,3,3,0.0780961513519
1295981749.807654000,192.168.3.131,208.50.77.136,TCP,57121,5480,3,3,0.0834159851074
1295981749.807689000,192.168.3.131,208.50.77.73,TCP,57173,5480,3,3,0.0775229930878
1295981749.807725000,192.168.3.131,208.50.77.73,TCP,57150,5480,3,3,0.0790841579437
1295981750.743462000,192.168.3.131,255.255.255.255,UDP,17500,17500,8,8,90.2439658642
1295981750.745970000,192.168.3.131,192.168.3.255,UDP,17500,17500,8,8,90.2437829971
1295981760.625557000,192.168.3.131,204.14.234.101,TCP,57233,443,6,6,0.28699016571
1295981760.714717000,192.168.3.131,204.14.234.85,TCP,57243,443,251,251,74.6964151859
1295981760.825557000,192.168.3.131,204.14.234.101,TCP,57233,8443,6,6,0.286989927292
1295981760.914717000,192.168.3.131,204.14.234.85,TCP,57243,8443,251,251,74.6964149475
1295981761.783356000,192.168.3.131,204.14.234.85,TCP,57244,443,215,215,75.3575530052
1295981761.959182000,192.168.3.131,208.82.236.129,TCP,58737,80,11,11,0.20027589798
1295981761.983356000,192.168.3.131,204.14.234.85,TCP,57244,8443,215,215,75.3575530052
1295981764.143349000,192.168.3.131,65.55.57.251,TCP,57058,80,2,2,5.10215759277e-05
1295981764.343349000,192.168.3.131,65.55.57.251,TCP,57058,5480,2,2,5.10215759277e-05
1295981764.607078000,192.168.3.131,208.50.77.97,TCP,57145,80,3,3,0.0794248580933
1295981764.607211000,192.168.3.131,66.235.136.89,TCP,57242,443,6,6,0.360652923584
1295981764.607397000,192.168.3.131,208.50.77.97,TCP,57147,80,3,3,0.0809779167175
1295981764.807078000,192.168.3.131,208.50.77.97,TCP,57145,5480,3,3,0.0794250965118
1295981764.807211000,192.168.3.131,66.235.136.89,TCP,57242,8443,6,6,0.360653162003
1295981764.807397000,192.168.3.131,208.50.77.97,TCP,57147,5480,3,3,0.0809781551361
1295981765.935733000,65.54.186.19,10.0.2.15,TCP,5443,2526,54,54,0.718402862549
1295981765.952795000,64.4.9.254,10.0.2.15,TCP,61863,2527,17,17,0.543462991714
1295981766.494867000,65.54.189.173,10.0.2.15,TCP,61863,2528,106,106,63.8639879227
1295981767.679056000,192.168.3.131,208.82.236.129,TCP,58750,80,10,10,0.18821310997
1295981768.810885000,207.46.96.145,10.0.2.15,TCP,5480,2529,77,77,32.0963089466
1295981769.572573000,65.55.15.244,10.0.2.15,TCP,5480,2536,30,30,71.1960811615
1295981769.573326000,65.55.15.244,10.0.2.15,TCP,5480,2537,24,24,71.1953749657
1295981769.994085000,198.104.200.146,10.0.2.15,TCP,5480,2539,8,8,70.7744710445
1295981770.162541000,207.46.105.186,10.0.2.15,TCP,5480,2540,10,10,70.6062281132
1295981770.855824000,192.168.3.131,208.82.236.129,TCP,58757,80,11,11,0.219480037689
1295981773.699275000,207.46.113.78,10.0.2.15,TCP,5443,2542,25,25,36.5123500824
1295981774.273305000,65.55.116.184,10.0.2.15,TCP,5480,2543,10,10,0.212712049484
1295981774.709267000,207.46.113.78,10.0.2.15,TCP,5443,2544,29,29,40.5087749958
1295981774.860463000,91.103.140.2,10.0.2.15,TCP,5480,2545,15,15,1.01943302155
1295981774.902709000,192.168.3.131,208.82.236.129,TCP,58766,80,11,11,0.229362010956
1295981775.797406000,192.168.3.131,72.14.213.138,TCP,58769,80,9,9,0.285870075226
1295981775.884747000,91.103.140.2,10.0.2.15,TCP,5480,2546,8,8,64.8841638565
1295981775.885876000,192.168.3.131,72.14.213.138,TCP,58770,80,21,21,0.299457073212
1295981776.363816000,96.17.8.49,10.0.2.15,TCP,5480,2547,21,21,64.4050450325
1295981778.291854000,65.54.167.27,10.0.2.15,TCP,5480,2548,82,82,62.4771180153
1295981779.463606000,192.168.3.131,208.82.236.129,TCP,58777,80,12,12,0.300853967667
1295981779.606708000,192.168.3.131,208.50.77.134,TCP,57204,80,3,3,0.079304933548
1295981779.606778000,192.168.3.131,208.50.77.134,TCP,57203,80,3,3,0.0803229808807
1295981779.606813000,192.168.3.131,208.50.77.134,TCP,57202,80,3,3,0.0805201530457
1295981779.606846000,192.168.3.131,69.63.181.15,TCP,57198,80,4,4,0.0314939022064
1295981779.606882000,192.168.3.131,69.63.181.15,TCP,57192,80,4,4,0.0324919223785
1295981779.606916000,192.168.3.131,208.50.77.134,TCP,57205,80,3,3,0.0806460380554
1295981779.606947000,192.168.3.131,208.50.77.134,TCP,57201,80,3,3,0.0819010734558
1295981779.606987000,192.168.3.131,208.50.77.134,TCP,57186,80,3,3,0.0823159217834
1295981779.806708000,192.168.3.131,208.50.77.134,TCP,57204,5480,3,3,0.079304933548
1295981779.806778000,192.168.3.131,208.50.77.134,TCP,57203,5480,3,3,0.0803229808807
1295981779.806813000,192.168.3.131,208.50.77.134,TCP,57202,5480,3,3,0.0805199146271
1295981779.806846000,192.168.3.131,69.63.181.15,TCP,57198,5480,4,4,0.031494140625
1295981779.806882000,192.168.3.131,69.63.181.15,TCP,57192,5480,4,4,0.0324921607971
1295981779.806916000,192.168.3.131,208.50.77.134,TCP,57205,5480,3,3,0.0806460380554
1295981779.806947000,192.168.3.131,208.50.77.134,TCP,57201,5480,3,3,0.0819010734558
1295981779.806987000,192.168.3.131,208.50.77.134,TCP,57186,5480,3,3,0.0823159217834
1295981780.524369000,192.168.3.131,174.36.30.111,TCP,49206,80,3,3,0.0726790428162
1295981780.724369000,192.168.3.131,174.36.30.111,TCP,49206,5480,3,3,0.0726790428162
1295981781.169174000,65.55.116.184,10.0.2.15,TCP,5480,2549,10,10,0.221379995346
1295981782.391148000,192.168.3.131,208.82.236.129,TCP,58786,80,11,11,0.162102937698
1295981782.391592000,192.168.3.131,208.82.236.130,TCP,58787,80,15,15,0.31112408638
1295981782.434604000,192.168.3.131,208.82.236.129,TCP,58788,80,10,10,1.46534109116
1295981782.622200000,192.168.3.131,209.17.73.30,TCP,58789,80,208,208,8.84830904007
1295981782.622407000,192.168.3.131,209.17.73.30,TCP,58790,80,203,203,8.84939312935
1295981783.784759000,192.168.3.131,208.82.236.130,TCP,58793,80,15,15,0.260120868683
1295981783.887272000,192.168.3.131,208.82.236.130,TCP,58794,80,16,16,0.21529006958
1295981784.121741000,192.168.3.131,204.9.163.166,TCP,58795,80,11,11,17.6805889606
1295981786.975113000,64.4.35.57,10.0.2.15,TCP,61863,2550,34,34,43.5660331249
1295981789.054334000,172.16.255.1,188.22.186.229,UDP,50983,14487,2,2,0.24297618866
1295981789.054596000,67.64.157.145,172.16.255.1,UDP,58164,50983,2,2,0.123551130295
1295981789.054685000,172.16.255.1,188.163.1.229,UDP,50983,50709,2,2,0.221594810486
1295981789.054769000,172.16.255.1,67.84.50.244,UDP,50983,37499,2,2,0.0886640548706
1295981789.072022000,172.16.255.1,66.209.190.84,UDP,50983,7457,1,1,
1295981789.092469000,172.16.255.1,188.17.181.29,UDP,50983,443,2,2,0.258520126343
1295981789.092605000,172.16.255.1,69.126.180.28,UDP,50983,443,2,2,0.0964708328247
1295981790.211613000,192.168.3.131,204.14.234.85,TCP,57245,443,120,120,45.6830711365
1295981790.211857000,192.168.3.131,204.14.234.85,TCP,57246,443,107,107,45.5538368225
1295981790.411613000,192.168.3.131,204.14.234.85,TCP,57245,8443,120,120,45.6830708981
1295981790.411857000,192.168.3.131,204.14.234.85,TCP,57246,8443,107,107,45.5538370609
1295981794.602474000,192.168.3.131,65.55.15.244,TCP,57180,80,3,3,0.0168521404266
1295981794.602579000,192.168.3.131,74.125.127.148,TCP,57213,80,3,3,0.0199749469757
1295981794.602617000,192.168.3.131,65.55.206.9,TCP,57176,80,3,3,0.0790710449219
1295981794.602653000,192.168.3.131,208.50.77.97,TCP,57174,80,3,3,0.0800540447235
1295981794.802474000,192.168.3.131,65.55.15.244,TCP,57180,5480,3,3,0.0168519020081
1295981794.802579000,192.168.3.131,74.125.127.148,TCP,57213,5480,3,3,0.0199751853943
1295981794.802617000,192.168.3.131,65.55.206.9,TCP,57176,5480,3,3,0.0790710449219
1295981794.802653000,192.168.3.131,208.50.77.97,TCP,57174,5480,3,3,0.0800540447235
1295981795.539330000,70.37.129.34,10.0.2.15,TCP,5480,2551,20,20,5.36753296852
1295981799.612974000,192.168.3.131,204.14.234.85,TCP,57247,443,80,80,36.1213340759
1295981799.616511000,192.168.3.131,204.14.234.85,TCP,57248,443,92,92,36.2342619896
1295981799.812974000,192.168.3.131,204.14.234.85,TCP,57247,8443,80,80,36.1213340759
1295981799.816511000,192.168.3.131,204.14.234.85,TCP,57248,8443,92,92,36.2342619896
1295981801.540691000,192.168.3.131,208.82.236.129,TCP,58830,80,10,10,0.164926052094
1295981801.731582000,192.168.3.131,204.9.163.166,TCP,58831,80,9,9,2.14403104782
1295981802.075396000,172.16.255.1,67.215.65.132,TCP,10704,445,3,3,9.0026679039
1295981803.075795000,172.16.255.1,67.215.65.132,TCP,10705,445,3,3,9.01592612267
1295981805.434639000,172.16.255.1,67.215.65.132,,,,7,7,4.83897805214
1295981805.549380000,67.215.65.132,172.16.255.1,,,,5,5,4.83589482307
1295981806.864911000,70.37.129.32,10.0.2.15,TCP,5480,2552,22,22,20.3597099781
1295981809.601957000,192.168.3.131,207.46.216.54,TCP,57191,80,3,3,0.0141298770905
1295981809.801957000,192.168.3.131,207.46.216.54,TCP,57191,5480,3,3,0.014130115509
1295981810.165160000,172.16.255.1,67.215.65.132,UDP,137,137,3,3,3.01859211922
1295981820.909605000,70.37.129.34,10.0.2.15,TCP,5480,2553,20,20,6.31523299217
1295981821.851069000,70.37.129.34,10.0.2.15,TCP,5480,2554,19,19,8.48047494888
1295981828.102366000,172.16.255.1,204.9.163.158,TCP,10714,80,10,10,0.230525016785
1295981834.860003000,172.16.255.1,239.255.255.250,UDP,63802,1900,2,2,7.5101852417e-05
1295981834.861493000,172.16.255.1,172.16.0.1,UDP,63805,5351,2,2,0.26104092598
1295981835.294453000,192.168.3.131,204.14.234.85,TCP,57249,443,19,19,0.359488010406
1295981835.494453000,192.168.3.131,204.14.234.85,TCP,57249,8443,19,19,0.359488010406
1295981837.977888000,192.168.3.131,204.14.234.101,TCP,57231,443,11,11,0.251000881195
1295981838.051371000,192.168.3.131,192.168.3.1,UDP,60629,53,4,4,0.2269718647
1295981838.142594000,192.168.3.131,192.168.3.1,UDP,58673,53,4,4,0.214082956314
1295981838.160008000,192.168.3.131,66.235.136.89,TCP,57250,443,13,13,0.333920955658
1295981838.177888000,192.168.3.131,204.14.234.101,TCP,57231,8443,11,11,0.251001119614
1295981838.360008000,192.168.3.131,66.235.136.89,TCP,57250,8443,13,13,0.333920955658
1295981839.584353000,192.168.3.131,204.14.234.85,TCP,57229,80,4,4,0.0374519824982
1295981839.784353000,192.168.3.131,204.14.234.85,TCP,57229,5480,4,4,0.0374519824982
